iter	RMSE
135	2024.371699
136	2022.601339
137	2020.379472
138	2016.837995
139	2014.791091
140	2011.454422
141	2009.795152
142	2006.991816
143	2004.625335
144	2002.906426
145	1998.881116
146	1997.217214
147	1995.734959
148	1992.638363
149	1989.660289
150	1986.280606
151	1980.937455
152	1979.233402
153	1976.045142
154	1974.26474
155	1971.030863
156	1967.942134
157	1965.384202
158	1962.189105
159	1959.956584
160	1958.381731
161	1956.841988
162	1955.48013
163	1953.612051
164	1952.382017
165	1950.734406
166	1949.563875
167	1948.332923
168	1945.881219
169	1943.143295
170	1941.402092
171	1940.198643
172	1937.709832
173	1936.210537
174	1933.770456
175	1931.396729
176	1929.512638
177	1928.730842
178	1926.951584
179	1924.720942
180	1921.265717
181	1919.713017
182	1917.623407
183	1914.571682
184	1913.224279
185	1911.590503
186	1909.174103
187	1906.416749
188	1904.762049
189	1903.132961
190	1901.006078
191	1898.962661
192	1897.310668
193	1895.254356
194	1893.021347
195	1891.712289
196	1888.767637
197	1887.561293
198	1886.317797
199	1884.723206
200	1883.731027
201	1882.834354
202	1881.671413
203	1881.253829
204	1879.863418
205	1878.48294
206	1876.469448
207	1874.736258
208	1873.578428
209	1872.558446
210	1870.73038
211	1869.596546
212	1866.220765
213	1865.942711
214	1865.727223
215	1862.056493
216	1861.86755
217	1860.584845
218	1858.951901
219	1856.044285
220	1854.605014
221	1854.090202
222	1852.935221
223	1851.608405
224	1850.898263
225	1849.118174
226	1846.958655
227	1845.891693
228	1843.964149
229	1843.040058
230	1842.547719
231	1841.793947
232	1840.485074
233	1839.822797
234	1838.34718
235	1836.349531
236	1833.255768
237	1831.834939
238	1828.648159
239	1826.950892
240	1825.546292
241	1823.9112
242	1822.540211
243	1820.776536
244	1819.934142
245	1817.824747
246	1815.695164
247	1813.129097
248	1811.508322
249	1810.713575
250	1809.684174
251	1808.183295
252	1806.744265
253	1805.795652
254	1804.61923
255	1803.966532
256	1802.768732
257	1802.322607
258	1801.377747
259	1800.542623
260	1799.34051
261	1798.065829
262	1797.314129
263	1795.98354
264	1794.7306
265	1794.512773
266	1792.962891
267	1792.212652
268	1790.967389
269	1790.140995
270	1789.020207
271	1787.77434
272	1785.465825
273	1784.414742
274	1783.632045
275	1782.926566
276	1781.937728
277	1780.501941
278	1780.306909
279	1779.465241
280	1778.916236
281	1777.23383
282	1776.354638
283	1775.971086
284	1775.286246
285	1774.606611
286	1773.334646
287	1772.804608
288	1771.731829
289	1771.557454
290	1770.033822
291	1768.282132
292	1765.686766
293	1764.221371
294	1763.242877
295	1762.770514
296	1760.51977
297	1759.834157
298	1758.482347
299	1757.404788
300	1755.892885
301	1755.185586
302	1754.642144
303	1753.063084
304	1751.754919
305	1750.338662
306	1747.209767
307	1746.186407
308	1744.039006
309	1742.404803
310	1742.133446
311	1741.444387
312	1740.163245
313	1738.952059
314	1738.014655
315	1737.863441
316	1736.657545
317	1736.514911
318	1735.768839
319	1734.391806
320	1733.830237
321	1731.680898
322	1730.486748
323	1729.264249
324	1728.086686
325	1726.905659
326	1725.611291
327	1724.447516
328	1723.539319
329	1722.886052
330	1722.334344
331	1721.487215
332	1720.971256
333	1719.66735
334	1719.58291
335	1718.809669
336	1716.967166
337	1716.713252
338	1714.939022
339	1713.618095
340	1712.52242
341	1711.377496
342	1710.136712
343	1708.137149
344	1707.141443
345	1705.787612
346	1704.687033
347	1703.747036
348	1702.473529
349	1701.816308
350	1700.667296
351	1699.390734
352	1698.816822
353	1697.023109
354	1694.303397
355	1693.144053
356	1692.009758
357	1691.244346
358	1690.252061
359	1690.087465
360	1689.055009
361	1687.846074
362	1686.762559
363	1685.346163
364	1684.855934
365	1683.971428
366	1683.327378
367	1681.425717
368	1680.520377
369	1679.758843
370	1678.759575
371	1677.931188
372	1677.462221
373	1676.962244
374	1675.726164
375	1674.547395
376	1674.15328
377	1673.340902
378	1672.208337
379	1671.850639
380	1671.250583
381	1670.715804
382	1669.541252
383	1668.634451
384	1668.399774
385	1667.49806
386	1666.385208
387	1665.063614
388	1664.590498
389	1662.981875
390	1661.561888
391	1660.719703
392	1660.049693
393	1659.286548
394	1658.253063
395	1657.385751
396	1656.223532
397	1655.417806
398	1654.682813
399	1653.629163
400	1652.811945
401	1651.549208
402	1650.802436
403	1649.413468
404	1649.301875
405	1648.591136
406	1648.317548
407	1647.44213
408	1646.514105
409	1646.284157
410	1645.489681
411	1644.438227
412	1643.424866
413	1642.946221
414	1642.368262
415	1640.867342
416	1639.815486
417	1638.852463
418	1638.109615
419	1635.817283
420	1634.99075
421	1634.264294
422	1633.224344
423	1632.502747
424	1631.500866
425	1630.682198
426	1630.469359
427	1629.096685
428	1629.00982
429	1627.855385
430	1626.987159
431	1626.904482
432	1625.727992
433	1625.475484
434	1624.567568
435	1623.906884
436	1623.235345
437	1622.910493
438	1622.142829
439	1622.085088
440	1621.211935
441	1620.375439
442	1619.647675
443	1618.573848
444	1617.620693
445	1616.628948
446	1615.476061
447	1614.413575
448	1613.825122
449	1613.064221
450	1612.941401
451	1612.308189
452	1611.406761
453	1610.698279
454	1608.861111
455	1608.576446
456	1607.570792
457	1606.985784
458	1606.285676
459	1605.332272
460	1604.875268
461	1604.530832
462	1603.498737
463	1602.611724
464	1601.745867
465	1600.549591
466	1600.011416
467	1599.770965
468	1599.112267
469	1598.566164
470	1597.109024
471	1596.795438
472	1596.136464
473	1595.499999
474	1594.982285
475	1594.161982
476	1593.053606
477	1592.327252
478	1591.463138
479	1590.558664
480	1589.775029
481	1588.98466
482	1588.297903
483	1587.777713
484	1587.341771
485	1586.120503
486	1585.844179
487	1584.954938
488	1584.361595
489	1584.01113
490	1583.244768
491	1582.614423
492	1581.933029
493	1581.654728
494	1580.943669
495	1579.665691
496	1579.166873
497	1578.8632
498	1578.799421
499	1578.391695
500	1577.328958
501	1576.664508
502	1575.36242
503	1575.15047
504	1574.674666
505	1574.285453
506	1573.779581
507	1572.984174
508	1572.377459
509	1571.910095
510	1571.45819
511	1570.34307
512	1569.539626
513	1569.130711
514	1568.096312
515	1567.093247
516	1566.284449
517	1565.861604
518	1565.455349
519	1565.006497
520	1564.284894
521	1563.375725
522	1562.81556
523	1562.440242
524	1561.655613
525	1561.195003
526	1560.84786
527	1560.433969
528	1560.026516
529	1559.275745
530	1558.900432
531	1557.644841
532	1557.410871
533	1556.896552
534	1556.16528
535	1555.808873
536	1555.394322
537	1554.866491
538	1554.297516
539	1553.896632
540	1553.708878
541	1553.381468
542	1552.745267
543	1552.415863
544	1551.752107
545	1551.313381
546	1550.62954
547	1550.42492
548	1550.061714
549	1549.142467
550	1548.618846
551	1547.893734
552	1547.501837
553	1546.91436
554	1546.602622
555	1545.538789
556	1544.930984
557	1544.19982
558	1543.832651
559	1543.372411
560	1542.375295
561	1541.866766
562	1540.982456
563	1540.187239
564	1539.809274
565	1539.233668
566	1539.119285
567	1538.31216
568	1537.564121
569	1537.097583
570	1536.645499
571	1535.646764
572	1535.373964
573	1534.919
574	1534.235225
575	1533.698356
576	1532.952491
577	1532.772732
578	1532.153692
579	1532.126465
580	1531.795198
581	1531.052678
582	1530.390446
583	1529.805242
584	1529.648011
585	1528.409777
586	1527.694578
587	1527.20104
588	1526.159081
589	1525.661927
590	1525.338749
591	1525.028035
592	1524.671214
593	1524.426777
594	1523.528552
595	1522.902882
596	1522.440412
597	1521.899039
598	1521.282089
599	1520.615775
600	1520.255026
601	1519.765696
602	1519.456917
603	1518.757918
604	1518.174121
605	1517.916885
606	1517.374371
607	1517.154315
608	1516.062917
609	1515.612828
610	1514.862023
611	1514.284001
612	1513.53972
613	1513.156029
614	1512.134207
615	1511.717825
616	1511.107239
617	1510.654653
618	1510.419735
619	1509.887302
620	1509.202647
621	1508.937978
622	1508.460874
623	1507.896486
624	1507.09543
625	1506.5386
626	1505.896303
627	1505.093755
628	1504.624759
629	1504.427005
630	1503.891467
631	1503.178687
632	1502.908554
633	1502.512883
634	1502.069829
635	1501.555522
636	1501.13123
637	1500.388678
638	1499.913128
639	1499.435863
640	1498.90524
641	1498.36592
642	1497.489635
643	1497.063049
644	1496.439598
645	1495.933485
646	1495.513866
647	1494.938499
648	1494.474478
649	1493.767323
650	1493.393011
651	1493.352394
652	1492.618626
653	1492.356022
654	1491.632291
655	1490.61777
656	1490.14684
657	1489.48954
658	1488.618386
659	1488.170384
660	1487.603738
661	1487.254926
662	1487.106677
663	1486.447156
664	1486.146872
665	1485.734436
666	1485.248935
667	1484.812476
668	1484.199547
669	1483.80189
670	1483.020409
671	1482.365528
672	1482.088081
673	1481.744488
674	1480.834998
675	1480.500242
676	1479.968783
677	1479.622554
678	1478.903907
679	1478.784605
680	1478.480175
681	1477.675202
682	1477.218754
683	1476.405565
684	1475.976631
685	1475.302073
686	1474.698897
687	1474.371614
688	1473.737219
689	1473.412368
690	1472.533939
691	1472.188521
692	1472.086506
693	1471.824187
694	1471.455812
695	1471.450096
696	1471.416408
697	1470.92643
698	1470.383033
699	1469.909893
700	1469.459264
701	1469.020735
702	1468.580568
703	1468.078965
704	1467.258944
705	1466.7618
706	1466.288284
707	1465.892538
708	1465.207028
709	1464.66259
710	1464.103067
711	1463.245962
712	1462.989479
713	1462.595756
714	1462.035193
715	1461.655733
716	1461.24277
717	1460.805629
718	1460.174604
719	1460.067747
720	1459.816983
721	1459.304387
722	1459.184098
723	1458.589195
724	1458.087196
725	1457.637976
726	1457.229756
727	1456.822603
728	1456.534411
729	1455.978619
730	1455.585803
731	1454.701297
732	1454.057525
733	1453.696307
734	1452.902707
735	1452.387515
736	1451.985068
737	1451.728511
738	1451.371763
739	1451.144885
740	1450.620479
741	1449.87761
742	1449.454537
743	1449.086771
744	1448.652954
745	1448.078998
746	1447.640931
747	1446.921822
748	1446.442752
749	1446.084713
750	1445.096452
751	1444.601477
752	1444.202442
753	1443.681906
754	1442.93006
755	1442.486677
756	1441.29376
757	1440.759081
758	1440.334078
759	1439.943525
760	1438.983802
761	1438.619644
762	1438.188123
763	1437.649562
764	1436.936685
765	1436.447178
766	1435.987285
767	1435.853314
768	1435.433533
769	1434.507019
770	1433.77823
771	1433.208475
772	1432.896437
773	1432.476681
774	1432.123488
775	1431.636214
776	1430.340363
777	1430.000841
778	1429.801208
779	1429.410744
780	1428.962873
781	1428.597472
782	1428.188183
783	1427.785687
784	1427.42713
785	1427.104193
786	1426.739988
787	1426.266292
788	1425.806778
789	1425.553417
790	1425.243796
791	1424.965976
792	1424.527481
793	1424.172306
794	1423.978236
795	1423.591559
796	1423.226865
797	1422.865243
798	1422.02627
799	1421.566366
800	1421.087937
801	1420.609869
802	1420.274411
803	1419.96465
804	1419.599898
805	1419.467042
806	1418.473708
807	1417.799753
808	1417.069656
809	1416.277214
810	1415.779179
811	1415.596265
812	1415.330544
813	1414.953014
814	1414.517261
815	1414.270069
816	1413.834933
817	1413.177568
818	1412.609664
819	1412.374849
820	1412.007968
821	1411.464516
822	1411.254243
823	1410.837042
824	1410.438423
825	1410.21155
826	1410.000992
827	1409.653012
828	1409.385163
829	1408.738251
830	1408.195725
831	1407.794525
832	1407.359903
833	1406.965222
834	1406.699055
835	1406.215317
836	1405.740993
837	1405.294852
838	1404.836394
839	1404.267456
840	1403.853277
841	1403.601356
842	1402.968479
843	1402.699041
844	1402.337271
845	1401.401358
846	1400.983599
847	1400.223587
848	1399.916652
849	1399.573154
850	1399.249261
851	1398.850355
852	1398.628953
853	1398.254984
854	1397.950152
855	1397.383372
856	1396.870013
857	1396.474071
858	1396.190738
859	1395.644443
860	1395.342533
861	1394.85356
862	1394.320425
863	1394.059347
864	1393.764367
865	1393.570296
866	1393.171013
867	1392.720191
868	1392.170087
869	1391.730447
870	1391.336074
871	1390.952656
872	1390.693441
873	1390.392644
874	1390.030379
875	1389.676112
876	1389.435963
877	1388.561419
878	1388.145357
879	1387.740784
880	1386.815282
881	1386.438841
882	1386.261021
883	1385.952597
884	1385.654513
885	1385.354352
886	1384.709725
887	1384.365708
888	1384.053252
889	1383.317646
890	1382.999898
891	1382.535513
892	1382.140783
893	1381.646372
894	1381.213496
895	1380.851627
896	1380.472213
897	1380.159764
898	1379.835088
899	1379.38386
900	1379.002403
901	1378.662504
902	1378.33375
903	1377.867526
904	1377.581492
905	1377.175396
906	1376.809666
907	1376.47754
908	1376.178687
909	1375.971264
910	1375.764467
911	1375.564017
912	1375.187598
913	1374.86858
914	1374.262649
915	1373.890625
916	1373.603209
917	1373.187549
918	1372.819692
919	1372.199458
920	1371.879787
921	1371.057814
922	1370.372707
923	1370.063541
924	1369.67879
925	1369.374171
926	1369.149069
927	1368.814633
928	1368.455361
929	1368.158638
930	1367.638359
931	1367.176946
932	1366.861062
933	1366.507703
934	1366.177666
935	1365.994117
936	1365.742905
937	1365.335132
938	1364.984579
939	1364.631849
940	1364.265213
941	1363.916456
942	1363.669762
943	1363.293659
944	1362.76705
945	1362.387422
946	1361.90091
947	1361.496014
948	1361.041508
949	1360.455818
950	1360.110793
951	1359.690731
952	1359.433557
953	1359.041884
954	1358.57494
955	1358.269335
956	1357.984721
957	1357.757694
958	1357.386273
959	1357.092468
960	1356.871218
961	1356.49857
962	1356.18482
963	1355.866406
964	1355.356197
965	1355.003784
966	1354.700222
967	1354.279331
968	1353.926407
969	1353.5976
970	1353.34558
971	1353.146672
972	1352.742784
973	1352.605492
974	1352.202255
975	1351.828642
976	1351.499821
977	1351.174677
978	1350.91706
979	1350.592893
980	1350.284462
981	1350.023693
982	1349.559018
983	1349.242266
984	1348.901123
985	1348.577333
986	1348.413512
987	1348.263298
988	1348.059041
989	1347.883939
990	1347.604589
991	1347.33844
992	1347.143694
993	1346.606326
994	1346.030861
995	1345.771155
996	1345.658838
997	1345.378252
998	1345.064894
999	1344.771953
